AllocationYear,Cluster,BeneficiariesActualTotal,BeneficiariesPlannedTotal,Budgetbycluster,AllocationSourceName
2017,Emergency Shelter and NFI,9042.48,8204.2,269618.89,Standard
2017,Water Sanitation Hygiene,2855.52,2590.8,85142.81,Standard
2017,Emergency Shelter and NFI,114,304,114371.87,Standard
2017,Early Recovery,120,120,236666.88,Standard
2017,Water Sanitation Hygiene,2000,2000,125692.9,Standard
2017,Protection,2323,2204,152104.8,Reserve
2017,Protection,28,45,33859.08,Reserve
2017,Protection,219,192,120000,Reserve
2018,Protection,,19244,499573.37,Reserve
2018,Coordination and Support Services,,100,53125.5,Reserve
2018,Health,,675,49327,Reserve
2018,Protection,,675,49327,Reserve
2018,Protection,,100,99997.71,Reserve
2018,Protection,,140,101603.63,Reserve
2018,Emergency Shelter and NFI,,1334,230144.42,Standard
2018,Health,,1200,383809,Standard
2018,Health,,1500,847494.59,Standard
2018,Health,,122,299037.61,Standard
2018,Health,,600,63560.69,Standard
2018,Protection,,2400,254242.75,Standard
2018,Protection,,900,296702.44,Standard
2018,Protection,,200,200090,Standard
2018,Protection,,1500,230557.82,Standard
2018,Protection,,4760,588378.02,Standard
2018,Protection,,5000,370153.06,Standard
2018,Protection,,140,386505.4,Standard
2018,Protection,,500,287241.5,Standard
2018,Protection,,650,501141.35,Standard
2018,Protection,,1750,225623.84,Standard
2018,Emergency Shelter and NFI,,1047,324880.88,Standard
2018,Health,,0,0,Standard
2014,Education,,0,363480,Reserve
2014,Education,,0,167501,Reserve
2014,Health,,0,314535,Reserve
2014,Health,,0,316366.04,Reserve
2014,Protection,,0,337517.18,Reserve
2014,Protection,,0,281000,Reserve
2014,Protection,,0,445175.38,Reserve
2014,Water Sanitation Hygiene,,0,261302,Reserve
2014,Water Sanitation Hygiene,,0,333863,Reserve
2014,Water Sanitation Hygiene,,0,267190.04,Reserve
2015,Food Security,0,0,0,Reserve
2015,Water Sanitation Hygiene,40539,40884,150000,Reserve
2015,Food Security,9166,13300,179999.68,Reserve
2015,Food Security,10426,9800,149997.59,Reserve
2015,Emergency Shelter and NFI,17682,17466,188303.42,Reserve
2015,Emergency Shelter and NFI,765,697,218053.9,Reserve
2015,Food Security,6366.5,3937.5,74653.9,Reserve
2015,Water Sanitation Hygiene,6366.5,3937.5,74653.9,Reserve
2015,Health,729.6,770.6,16501.57,Reserve
2015,Protection,2918.4,3082.4,66006.29,Reserve
2015,Water Sanitation Hygiene,3648,3853,82507.86,Reserve
2015,Emergency Shelter and NFI,11264.5,6562.5,90000.02,Reserve
2015,Water Sanitation Hygiene,11264.5,6562.5,90000.02,Reserve
2015,Water Sanitation Hygiene,8425,8425,123136.67,Reserve
2015,Education,3056,1860,339750.68,Standard
2015,Health,39251,36910,256909.96,Standard
2015,Food Security,9756,9623.25,243819.77,Standard
2015,Water Sanitation Hygiene,11924,11761.75,298001.94,Standard
2015,Education,5913,6197,449224.52,Standard
2015,Education,8376,8018,300000.13,Standard
2015,Health,8745,8745,199999.86,Standard
2015,Water Sanitation Hygiene,0,0,0,Standard
2015,Health,1504,5809,399959.76,Standard
2015,Health,31636,36579,100044,Standard
2015,Health,11098,10987,99714.42,Standard
2015,Nutrition,2761,2000,149998.82,Standard
2015,Nutrition,0,3825,149999.72,Standard
2015,Protection,17442,14400,99850.8,Standard
2015,Emergency Shelter and NFI,2746.52,1020,91703.32,Standard
2015,Water Sanitation Hygiene,5331.48,1980,178012.34,Standard
2015,Water Sanitation Hygiene,6291,6081,159996.5,Standard
2016,Education,6739,9716,299827.88,Reserve
2016,Education,14958,9580,342773.38,Reserve
2016,Education,2590,2590,216521.01,Reserve
2016,Emergency Shelter and NFI,2991.15,4892.1,34690.37,Reserve
2016,Food Security,6502.5,10635,75413.86,Reserve
2016,Nutrition,1690.65,2765.1,19607.6,Reserve
2016,Water Sanitation Hygiene,1820.7,2977.8,21115.88,Reserve
2016,Food Security,7990,8933,304813.85,Reserve
2016,Health,5214,18900,230237.78,Reserve
2016,Health,10480,10278,354566.4,Reserve
2016,Health,9745,10663,108261.57,Reserve
2016,Health,9114,11040,140280.37,Reserve
2016,Education,72.45,72.45,9172.21,Reserve
2016,Protection,962.55,962.55,121859.42,Reserve
2016,Protection,11309,12200,141696.08,Reserve
2016,Protection,26189,17280,144304.48,Reserve
2016,Protection,5310,4300,235381.51,Reserve
2016,Protection,796,840,165595.64,Reserve
2016,Emergency Shelter and NFI,22290,20000,999465.48,Reserve
2016,Water Sanitation Hygiene,1728,1785,135050.59,Reserve
2016,Water Sanitation Hygiene,3987,3987,152301.66,Reserve
2016,Emergency Shelter and NFI,3473,3390,127902.45,Reserve
2016,Emergency Shelter and NFI,1951,1951,333023.87,Reserve
2016,Emergency Shelter and NFI,584,3587,140869.25,Reserve
2016,Emergency Shelter and NFI,4994.22,1978,94197.43,Reserve
2016,Water Sanitation Hygiene,5862.78,2322,110579.59,Reserve
2016,Food Security,7554,7463,495720.01,Reserve
2017,Education,15633,14791,500000.03,Reserve
2017,Nutrition,9481.5,10181.25,749985.65,Reserve
2017,Water Sanitation Hygiene,3160.5,3393.75,249995.22,Reserve
2017,Protection,2651,1830,149578.8,Reserve
2017,Emergency Shelter and NFI,1915,1869,250000.01,Reserve
2017,Emergency Shelter and NFI,626,1369,149423.9,Reserve
2017,Education,1841.25,1779.75,141678.15,Reserve
2017,Protection,1841.25,1779.75,141678.15,Reserve
2017,Water Sanitation Hygiene,3682.5,3559.5,283356.31,Reserve
2017,Education,1024.29,3076.83,90000,Standard
2017,Emergency Shelter and NFI,6259.55,18802.85,550000.02,Standard
2017,Food Security,1365.72,4102.44,120000,Standard
2017,Health,2276.2,6837.4,200000.01,Standard
2017,Water Sanitation Hygiene,455.24,1367.48,40000,Standard
2017,Emergency Shelter and NFI,1403.72,1852.12,79999.37,Standard
2017,Food Security,4432.8,5848.8,252629.59,Standard
2017,Nutrition,591.04,779.84,33683.95,Standard
2017,Water Sanitation Hygiene,1034.32,1364.72,58946.9,Standard
2017,Health,51766,68953,186578.04,Standard
2017,Nutrition,1127,3722,159705.35,Standard
2017,Emergency Shelter and NFI,665.4,2015.8,140386.85,Standard
2017,Protection,2661.6,8063.2,561547.38,Standard
2017,Food Security,2514.9,6764.7,284997.12,Standard
2017,Protection,2514.9,6764.7,284997.12,Standard
2017,Water Sanitation Hygiene,3353.2,9019.6,379996.16,Standard
2017,Protection,38338,24140,249548.43,Standard
2017,Emergency Shelter and NFI,750,606,280454.09,Standard
2017,Emergency Shelter and NFI,886.8,1725,65834.24,Standard
2017,Water Sanitation Hygiene,2069.2,4025,153613.23,Standard
2017,Education,0,1780,200000.13,Standard
2017,Education,4089,4089,200001.12,Standard
2017,Food Security,3214,9705,299116.56,Standard
2017,Food Security,12726,13098,287294.15,Standard
2017,Health,11433,11440.2,249000.05,Standard
2017,Protection,7622,7626.8,166000.03,Standard
2017,Health,28359,39261,187256.42,Standard
2017,Health,17489.7,17404.2,121433.55,Standard
2017,Protection,40809.3,40609.8,283344.95,Standard
2017,Protection,4432.35,18366.66,221005.14,Standard
2017,Water Sanitation Hygiene,6932.65,28727.34,345674.7,Standard
2017,Education,9068,9618,200653.79,Reserve
2017,Water Sanitation Hygiene,20258,20258,250101.24,Reserve
2018,Education,,13500,160735.4,Reserve
2018,Education,,4140,63057.24,Reserve
2018,Emergency Shelter and NFI,,4140,63057.24,Reserve
2018,Food Security,,12420,189171.72,Reserve
2018,Food Security,,50000,249916.43,Reserve
2018,Education,,9720,108000.5,Reserve
2018,Emergency Shelter and NFI,,14580,162000.74,Reserve
2018,Camp Coordination / Management,,2302.88,48000,Standard
2018,Education,,6332.92,131999.99,Standard
2018,Emergency Shelter and NFI,,12665.84,263999.98,Standard
2018,Food Security,,20725.92,431999.97,Standard
2018,Health,,9211.52,191999.99,Standard
2018,Nutrition,,1151.44,24000,Standard
2018,Protection,,1727.16,36000,Standard
2018,Water Sanitation Hygiene,,3454.32,71999.99,Standard
2018,Education,,12463,295077.56,Standard
2018,Education,,4197.06,144780,Standard
2018,Emergency Shelter and NFI,,5596.08,193040,Standard
2018,Food Security,,6195.66,213722.85,Standard
2018,Nutrition,,1199.16,41365.71,Standard
2018,Water Sanitation Hygiene,,2798.04,96520,Standard
2018,Food Security,,22000,599203.42,Standard
2018,Health,,7817.6,400000,Standard
2018,Protection,,1954.4,100000,Standard
2018,Health,,67967.2,206309.77,Standard
2018,Protection,,16991.8,51577.44,Standard
2018,Health,,5100,222487.03,Standard
2018,Health,,15240,205000.07,Standard
2018,Nutrition,,2511,209931.67,Standard
2018,Protection,,34509,318898.86,Standard
2018,Protection,,8205,316839.44,Standard
2018,Protection,,30828,292695.94,Standard
2018,Emergency Shelter and NFI,,1490,266739.54,Standard
2018,Emergency Shelter and NFI,,2219,750377.73,Standard
2018,Water Sanitation Hygiene,,14548,312548.7,Standard
2018,Water Sanitation Hygiene,,19141,150000.12,Standard
2018,Water Sanitation Hygiene,,6197,213363.63,Standard
2017,Emergency Telecommunications,,20,476127.58,Standard
2017,Health,49129,21000,217205.33,Standard
2017,Health,1228478,1116052,1426037.65,Standard
2017,Health,149495,94176,499294.1,Standard
2017,Logistics,290,350,2034343.98,Standard
2017,Logistics,5,5,350874.4,Standard
2017,Protection,1200,8100,640741.68,Standard
2017,Protection,145101,163423,533483.81,Standard
2017,Emergency Shelter and NFI,19585,23400,680517.44,Standard
2017,Emergency Shelter and NFI,14954,14400,729970.47,Standard
2017,Emergency Shelter and NFI,68520,63000,1336804.5,Standard
2017,Water Sanitation Hygiene,20666,14500,249756.49,Standard
2017,Water Sanitation Hygiene,182704,164370,1387827,Standard
2017,Emergency Shelter and NFI,34185,35000,484435.44,Standard
2017,Emergency Shelter and NFI,48054,129577,784883.52,Standard
2017,Education,0,13085,400000,Standard
2017,Education,7051,7051,115120.02,Standard
2017,Education,4100,4100,115281.8,Standard
2017,Education,14316,25704,503728.18,Standard
2017,Health,6082,9237,650562.57,Standard
2017,Health,91387,184000,769078.13,Standard
2017,Health,,128000,626739.66,Standard
2017,Nutrition,139,4051,652864,Standard
2017,Nutrition,223289,164723,354234.46,Standard
2017,Protection,20318,55000,400000.56,Standard
2017,Protection,372,18616,391750.65,Standard
2017,Protection,9910,9790,510992.2,Standard
2017,Protection,439,4230,226908.83,Standard
2017,Protection,26991,17224,249702.85,Standard
2017,Protection,,20676,1073847.72,Standard
2017,Early Recovery,15051,13000,1300000.59,Standard
2017,Emergency Shelter and NFI,642,4940,697738.11,Standard
2017,Emergency Shelter and NFI,11089,12000,794317.85,Standard
2017,Emergency Shelter and NFI,7512,7000,249318.83,Standard
2017,Water Sanitation Hygiene,61643,40000,800000,Standard
2017,Water Sanitation Hygiene,0,8700,195619.11,Standard
2017,Water Sanitation Hygiene,229550,125000,1049039.7,Standard
2018,Emergency Shelter and NFI,27033,23430,1590939.13,Reserve
2018,Health,7277,10100,250000,Reserve
2018,Health,,54550,491311.9,Reserve
2018,Logistics,,13500,1999680.48,Reserve
2018,Health,3090.9,11298.3,210000,Reserve
2018,Nutrition,3399.99,12428.13,231000,Reserve
2018,Water Sanitation Hygiene,3812.11,13934.57,259000,Reserve
2018,Nutrition,20078,31281,220012.37,Reserve
2018,Protection,13801,16003,186100.82,Reserve
2018,Protection,7710,7710,170989.48,Reserve
2018,Protection,11515,10000,300443.16,Reserve
2018,Emergency Shelter and NFI,17692,25000,699997.19,Reserve
2018,Emergency Shelter and NFI,5403,9299,686892.92,Reserve
2018,Emergency Shelter and NFI,2000,5600,710679.88,Reserve
2018,Water Sanitation Hygiene,5012,12000,429000,Reserve
2018,Water Sanitation Hygiene,24000,15777,130358.19,Reserve
2018,Water Sanitation Hygiene,6165,15777,424645.51,Reserve
2018,Health,,5759593,998286.46,Reserve
2018,Water Sanitation Hygiene,38464,59464,360000,Reserve
2018,Water Sanitation Hygiene,,136000,639630.74,Reserve
2018,Emergency Shelter and NFI,,8387,1100000,Reserve
2018,Education,,12230,499315.5,Reserve
2018,Health,,17000,400340.5,Reserve
2018,Health,,145000,460144.43,Reserve
2018,Protection,,27500,500770.65,Reserve
2018,Protection,,46303,300000.5,Reserve
2018,Protection,,9000,199921.58,Reserve
2018,Water Sanitation Hygiene,110280,113613,400953.34,Reserve
2018,Emergency Shelter and NFI,,66470.91,703827.79,Reserve
2018,Water Sanitation Hygiene,,27150.09,287478.95,Reserve
2018,Emergency Shelter and NFI,,12375,306000,Reserve
2018,Health,,56000,300000,Reserve
2018,Health,,271215,601658.84,Reserve
2018,Health,,93530,400945.85,Reserve
2018,Health,,160090,603935.77,Reserve
2018,Protection,,31600,500653.11,Reserve
2018,Protection,,39850,300781.96,Reserve
2018,Emergency Shelter and NFI,,5000,522398.4,Reserve
2018,Water Sanitation Hygiene,,6750,185000,Reserve
2018,Water Sanitation Hygiene,,21000,478031.06,Reserve
2014,Education,,0,67267,Reserve
2014,Education,,0,227915.35,Reserve
2014,Education,,0,240375.5,Reserve
2014,Education,,0,129149,Reserve
2014,Education,,0,144130.18,Reserve
2014,Education,,0,249413.21,Reserve
2014,Food Security,,0,213338.21,Reserve
2014,Food Security,,0,245854.1,Reserve
2014,Food Security,,0,213154.9,Reserve
2014,Food Security,,0,249999.77,Reserve
2014,Food Security,,0,249839.55,Reserve
2014,Food Security,,0,18229.9,Reserve
2014,Food Security,,0,248400.5,Reserve
2014,Food Security,,0,217843,Reserve
2014,Food Security,,0,246240,Reserve
2014,Food Security,,0,230018,Reserve
2014,Food Security,,0,230000,Reserve
2014,Food Security,,0,224338,Reserve
2014,Food Security,,0,239305,Reserve
2014,Food Security,,0,245448.56,Reserve
2014,Food Security,,0,249994.8,Reserve
2014,Food Security,,0,248807.1,Reserve
2014,Food Security,,0,248807.1,Reserve
2014,Food Security,,0,248807.1,Reserve
2014,Food Security,,0,249994.8,Reserve
2014,Food Security,,0,2500000,Reserve
2014,Food Security,,0,247244.6,Reserve
2014,Food Security,,0,238707,Reserve
2014,Food Security,,0,248882,Reserve
2014,Food Security,,0,235005.14,Reserve
2014,Food Security,,0,248216.04,Reserve
2014,Health,,0,249419.26,Reserve
2014,Health,,0,250000,Reserve
2014,Health,,0,250000.15,Reserve
2014,Health,,0,249388.78,Reserve
2014,Health,,0,249845,Reserve
2014,Health,,0,249310,Reserve
2014,Protection,,0,115960.66,Reserve
2014,Protection,,0,1747288.58,Reserve
2014,Protection,,0,89880,Reserve
2014,Protection,,0,50958.75,Reserve
2014,Protection,,0,109878.3,Reserve
2014,Protection,,0,92983,Reserve
2014,Protection,,0,237968,Reserve
2014,Protection,,0,248916.24,Reserve
2014,Protection,,0,249495.79,Reserve
2014,Emergency Shelter and NFI,,0,240533,Reserve
2014,Emergency Shelter and NFI,,0,249497,Reserve
2014,Emergency Shelter and NFI,,0,234040.6,Reserve
2014,Emergency Shelter and NFI,,0,250000,Reserve
2014,Emergency Shelter and NFI,,0,250010,Reserve
2014,Emergency Shelter and NFI,,0,249541.12,Reserve
2014,Water Sanitation Hygiene,,0,250000,Reserve
2014,Water Sanitation Hygiene,,0,230000,Reserve
2014,Water Sanitation Hygiene,,0,129919.4,Reserve
2014,Water Sanitation Hygiene,,0,228552,Reserve
2014,Water Sanitation Hygiene,,0,249785.78,Reserve
2014,Water Sanitation Hygiene,,0,248606.76,Reserve
2014,Water Sanitation Hygiene,,0,230899.58,Reserve
2014,Water Sanitation Hygiene,,0,208371.8,Reserve
2014,Water Sanitation Hygiene,,0,247999.25,Reserve
2014,Water Sanitation Hygiene,,0,249977.68,Reserve
2014,Water Sanitation Hygiene,,0,237323.86,Reserve
2014,Water Sanitation Hygiene,,0,250000,Reserve
2015,Education,3084,2527,246956,Standard
2015,Education,7984,7984,247500,Standard
2015,Food Security,1495,1152,249952,Standard
2015,Food Security,3699,2784,249524,Standard
2015,Food Security,4750,4334,249570.36,Standard
2015,Food Security,847,110,249631,Standard
2015,Food Security,4357,2600,248902.5,Standard
2015,Health,16479,10000,250000,Standard
2015,Health,10178,7500,249757.8,Standard
2015,Protection,7563,3528,244438.29,Standard
2015,Protection,9305,19250,108138.69,Standard
2015,Emergency Shelter and NFI,451,673,249983.59,Standard
2015,Emergency Shelter and NFI,2776,2796,248970.81,Standard
2015,Emergency Shelter and NFI,388,400,324305.66,Standard
2015,Emergency Shelter and NFI,1533,1379,480113.28,Standard
2015,Emergency Shelter and NFI,618,609,249939.7,Standard
2015,Emergency Shelter and NFI,81,50,249586.72,Standard
2015,Emergency Shelter and NFI,151,151,249957.86,Standard
2015,Water Sanitation Hygiene,25329,24956,164814.9,Standard
2015,Water Sanitation Hygiene,3042,3020,249999.98,Standard
2015,Water Sanitation Hygiene,24207,24025,230000.78,Standard
2015,Water Sanitation Hygiene,50000,50000,249444.2,Standard
2015,Food Security,2093,2283,273855.37,Reserve
2015,Food Security,2398,2388,249937.98,Reserve
2015,Food Security,15080,15080,250062,Reserve
2015,Protection,649,242,241513.53,Reserve
2015,Emergency Shelter and NFI,357,346,199919.09,Reserve
2015,Emergency Shelter and NFI,222,256,238551.58,Reserve
2015,Water Sanitation Hygiene,1071,1071,249792.84,Reserve
2016,Food Security,5373,4930,249042.5,Standard
2016,Food Security,5168,4293,248998.8,Standard
